City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
465,papao,-17.75,-149.55,300.74,82,97,7.26,PF,1697600603
466,fengrun,39.8333,118.1167,295.57,25,98,3.4,CN,1697600604
467,ola,59.5833,151.2833,271.16,33,0,4.72,RU,1697600604
468,west mackay,-21.1481,149.1605,299.05,68,99,6.96,AU,1697600604
469,baikonur,45.6167,63.3167,285.91,27,87,2.39,KZ,1697600604
470,paarl,-33.7338,18.9752,288.77,80,1,3.03,ZA,1697600604
471,porto novo,6.4965,2.6036,296.05,89,62,0.79,BJ,1697600605
472,malango,-2.9627,119.9001,300.9,62,62,2.18,ID,1697600605
473,nova vicosa,-17.8919,-39.3719,295.81,85,8,4.09,BR,1697600605
474,marsh harbour,26.5412,-77.0636,297.35,59,73,4.21,BS,1697600605
475,pariaman,-0.619,100.12,301.18,68,98,2.11,ID,1697600605
476,jolo,6.05,121.0167,301.87,75,48,0.38,PH,1697600606
477,bikenibeu village,1.3673,173.1241,304.13,70,75,4.63,KI,1697600606
478,armacao de buzios,-22.7469,-41.8817,298.18,97,81,3.01,BR,1697600606
479,mayna,54.1135,47.6231,276.97,82,87,6.96,RU,1697600606
480,anadarko,35.0726,-98.2437,290.27,37,0,6.44,US,1697600606
481,vila franca do campo,37.7167,-25.4333,294.38,99,98,7.41,PT,1697600606
482,nuuk,64.1835,-51.7216,268.49,58,0,8.23,GL,1697600607
483,morondava,-20.2833,44.2833,299.79,71,99,1.92,MG,1697600607
484,santa cecilia,-26.9608,-50.4269,285.06,99,93,0.86,BR,1697600581
485,choibalsan,48.0667,114.5,281.22,33,7,8.99,MN,1697600607
486,strathmore,51.0501,-113.3852,282.82,66,62,4.02,CA,1697600607
487,carutapera,-1.195,-46.02,298.46,86,100,3.15,BR,1697600607
488,dhidhdhoo,6.8833,73.1,301.12,74,72,1.83,MV,1697600608
489,tazacorte,28.629,-17.9293,295.69,76,0,2.68,ES,1697600608
490,flin flon,54.7682,-101.865,281.07,77,100,2.31,CA,1697600608
491,mahanoro,-19.9,48.8,297.14,84,98,3.92,MG,1697600364
492,campbell river,50.0163,-125.2446,285.07,100,100,10.29,CA,1697600608
493,labrador city,52.9463,-66.9114,275.1,80,100,2.06,CA,1697600608
494,maragogi,-9.0122,-35.2225,296.71,82,100,4.18,BR,1697600558
495,kyzylorda,44.8528,65.5092,279.16,70,0,2.0,KZ,1697600609
496,novyy urgal,51.0736,132.5642,279.81,46,96,4.12,RU,1697600609
497,nogliki,51.8333,143.1667,282.23,84,81,3.13,RU,1697600609
498,hutchinson,38.0608,-97.9298,290.12,47,0,5.66,US,1697600536
499,alta,69.9689,23.2717,268.74,93,75,1.03,NO,1697600609
500,port douglas,-16.4833,145.4667,298.86,71,65,6.82,AU,1697600609
501,enshi,30.3,109.4833,298.06,57,12,0.58,CN,1697600610
502,tahe,52.3333,124.7333,276.93,70,100,2.93,CN,1697600610
503,mont-dore,-22.2833,166.5833,297.14,91,71,6.13,NC,1697600610
504,mejit,10.2753,170.8646,301.46,76,64,5.92,MH,1697600610
505,argo,37.6333,22.7333,289.14,84,34,1.94,GR,1697600610
506,iwanai,42.9744,140.5089,288.99,61,37,3.53,JP,1697600611
507,eynesil,41.0645,39.1438,287.21,78,100,2.97,TR,1697600611
508,pokhvistnevo,53.6524,52.1274,276.61,82,14,6.15,RU,1697600611
509,mata-utu,-13.2816,-176.1745,300.27,79,100,8.95,WF,1697600611
510,santarem,-2.4431,-54.7083,298.22,94,75,0.51,BR,1697600611
511,weatherford,32.7593,-97.7972,290.35,44,0,4.3,US,1697600562
512,ribeira brava,32.65,-17.0667,295.77,73,64,3.32,PT,1697600612
513,narasannapeta,18.4167,84.05,301.87,65,23,0.92,IN,1697600612
514,idri,27.5,13.2667,294.8,22,7,2.75,LY,1697600612
515,tofol,5.3248,163.0078,301.03,83,75,3.6,FM,1697600612
516,sur,22.5667,59.5289,303.45,49,0,3.42,OM,1697600612
517,robore,-18.3333,-59.75,300.01,50,15,1.92,BO,1697600613
518,kimbe,-5.5502,150.1429,303.16,72,63,2.29,PG,1697600613
519,guerrero negro,27.9769,-114.0611,294.39,75,45,4.97,MX,1697600613
520,viedma,-40.8135,-62.9967,284.24,46,0,4.36,AR,1697600613
521,chasong,41.4608,126.6414,284.56,87,96,2.22,KP,1697600613
522,prince george,53.9166,-122.753,281.84,86,100,9.26,CA,1697600613
523,porto uniao,-26.2381,-51.0783,287.58,99,99,0.19,BR,1697600614
524,montego bay,18.4712,-77.9188,300.04,83,20,3.09,JM,1697600614
525,makokou,0.5738,12.8642,294.01,100,100,1.0,GA,1697600614
526,seydi,39.4816,62.9137,292.55,26,85,4.8,TM,1697600614
527,souillac,-20.5167,57.5167,296.36,94,75,1.54,MU,1697600614
528,madison,34.7334,-86.5667,283.01,90,0,3.13,US,1697600466
529,ketchikan,55.3422,-131.6461,286.14,94,100,10.8,US,1697600614
530,menongue,-14.6585,17.691,288.46,24,36,0.66,AO,1697600615
531,middelburg,-25.7751,29.4648,284.89,78,37,5.38,ZA,1697600615
532,berdigestyakh,62.0989,126.6992,268.31,69,100,4.47,RU,1697600615
533,zarghun shahr,32.8473,68.4457,284.05,37,7,2.2,AF,1697600615
534,bridgewater,44.3835,-64.5155,281.97,92,100,3.09,CA,1697600615
535,qalat,32.1058,66.9083,290.25,18,11,2.09,AF,1697600616
536,urengoy,65.9667,78.3667,277.65,95,100,4.92,RU,1697600616
537,weno,7.4515,151.8468,303.12,84,100,5.14,FM,1697600616
538,governador valadares,-18.8511,-41.9494,297.69,63,64,1.24,BR,1697600616
539,oodweyne,9.4092,45.064,296.96,59,7,2.39,SO,1697600616
540,balabac,7.9868,117.0645,303.04,70,81,3.91,PH,1697600617
541,klimavichy,53.6135,31.9385,277.17,80,89,5.81,BY,1697600617
542,ta`u,-14.2336,-169.5144,299.09,83,85,9.74,AS,1697600617
543,tenenkou,14.4572,-4.9169,302.64,46,98,2.58,ML,1697600617
544,puerto santa,-8.9906,-78.6456,291.92,90,71,3.82,PE,1697600617
545,sulak,43.2734,47.5146,281.42,51,67,2.16,RU,1697600617
546,hasaki,35.7333,140.8333,296.37,56,91,3.84,JP,1697600618
547,dryden,49.7833,-92.7503,284.31,66,75,3.6,CA,1697600618
548,manismata,-2.4667,111.0333,305.85,56,40,1.73,ID,1697600618
549,yamba,-5.9,22.3,294.52,98,100,0.6,CD,1697600618
550,taoudenni,22.6783,-3.9836,302.09,16,0,3.18,ML,1697600618
551,sarkand,45.41,79.9186,290.44,17,0,1.26,KZ,1697600619
552,hami,42.8,93.45,284.99,37,0,2.46,CN,1697600619
553,tete,-16.1564,33.5867,296.2,100,75,0.0,MZ,1697600619
554,san ignacio,17.1561,-89.0714,296.23,83,0,2.06,BZ,1697600619
555,bang len,14.0219,100.1718,304.12,66,72,1.5,TH,1697600619
556,praia da vitoria,38.7333,-27.0667,295.29,83,40,7.45,PT,1697600619
557,salalah,17.0151,54.0924,298.2,73,0,1.03,OM,1697600620
558,xianning,29.8833,114.2167,301.22,38,0,1.56,CN,1697600620
559,al kharijah,25.4514,30.5464,293.04,46,0,3.17,EG,1697600620
560,alice springs,-23.7,133.8833,300.9,11,0,4.63,AU,1697600513
561,dunbar,38.3606,-81.7374,284.68,94,100,0.45,US,1697600620
562,muisne,0.6,-80.0333,298.71,83,92,1.62,EC,1697600620
563,abu tij,27.0441,31.319,293.8,56,0,3.13,EG,1697600621
564,chernyshevskiy,63.0128,112.4714,270.1,76,98,3.97,RU,1697600621
565,cuamba,-14.8031,36.5372,296.12,67,96,1.02,MZ,1697600621
566,macae,-22.3708,-41.7869,298.01,88,75,1.03,BR,1697600621
567,fatwa,25.5167,85.3167,300.2,56,0,2.14,IN,1697600621
